datasheet_id|option_line|choice_index|group_id|action|weapon_name|model_target|count_per_n_models|max_count
000003824|7|4|54|add|storm shield|kill team terminator models can replace their power fist and storm bolter with one of the following|0|0
000003825|1|1|55|add|hand flamer|any|0|1
000003825|1|2|55|add|plasma pistol|any|0|1
000003825|1|3|55|add|Astartes chainsword|any|0|1
000003825|1|4|55|add|Long Vigil melee weapon|any|0|1
000003825|2|1|56|add|Astartes chainsword|model|0|1
000003825|2|2|56|add|Long Vigil melee weapon|model|0|1
000003825|4|0|57|remove|bolt pistol|kill team intercessors with plasma incinerators can each have their bolt pistol replaced with 1 plasma pistol|0|0
000003825|4|0|57|add|plasma pistol|kill team intercessors with plasma incinerators can each have their bolt pistol replaced with 1 plasma pistol|0|0
000003826|3|0|58|remove|flamestorm gauntlets|any|0|0
000003826|3|0|58|add|auto boltstorm gauntlets|any|0|0
000003826|3|0|58|add|fragstorm grenade launcher|any|0|0
000003826|4|0|59|remove|assault bolter|any|0|0
000003826|4|0|59|add|plasma exterminators|any|0|0
000003827|1|0|60|add|a marksman bolt carbine can be equipped with 1 helix gauntlet|model|0|1
000003827|2|0|61|add|a marksman bolt carbine can be equipped with 1 Infiltrator comms array|model|0|1
000003830|1|0|62|add|hunter-killer missile|any|0|1
000004074|2|0|63|add|plasma gun can be equipped with 1 holy fire (this model’s plasma gun cannot be replaced)|any|0|1
000004174|1|1|64|add|frag cannon.|model|5|5
000004174|1|2|64|add|hellstorm bolt rifle|model|5|5
000004174|1|2|64|add|Astartes grenade launcher.|model|5|5
000000897|1|1|1|remove|twin penitent buzz-blades|any|0|0
000000897|1|1|1|add|penitent buzz-blade|any|0|0
000000897|1|1|1|add|penitent flail|any|0|0
000000897|1|2|2|remove|twin penitent buzz-blades|any|0|0
000000897|1|2|2|add|twin penitent flails|any|0|0
000000899|1|1|1|remove|bolt pistol|any|0|1
000000899|1|1|1|add|condemnor boltgun|any|0|1
000000899|1|2|2|remove|bolt pistol|any|0|1
000000899|1|2|2|add|inferno pistol|any|0|1
000000899|1|3|3|remove|bolt pistol|any|0|1
000000899|1|3|3|add|plasma pistol|any|0|1
000000899|2|1|1|remove|hallowed chainsword|any|0|1
000000899|2|1|1|add|blessed blade|any|0|1
000000899|2|2|2|remove|hallowed chainsword|any|0|1
000000899|2|2|2|add|power weapon|any|0|1
000000899|3|1|1|add|brazier of holy fire|any|0|1
000000899|3|2|2|add|null rod|any|0|1
000000899|4|0|1|add|rod of office|any|0|1
000000903|1|1|1|remove|boltgun|Sister Superior|0|1
000000903|1|1|1|add|bolt pistol|Sister Superior|0|1
000000903|1|2|2|remove|boltgun|Sister Superior|0|1
000000903|1|2|2|add|combi-weapon|Sister Superior|0|1
000000903|1|3|3|remove|boltgun|Sister Superior|0|1
000000903|1|3|3|add|condemnor boltgun|Sister Superior|0|1
000000903|1|4|4|remove|boltgun|Sister Superior|0|1
000000903|1|4|4|add|inferno pistol|Sister Superior|0|1
000000903|1|5|5|remove|boltgun|Sister Superior|0|1
000000903|1|5|5|add|Ministorum hand flamer|Sister Superior|0|1
000000903|1|6|6|remove|boltgun|Sister Superior|0|1
000000903|1|6|6|add|plasma pistol|Sister Superior|0|1
000000903|2|1|1|add|chainsword|Sister Superior|0|1
000000903|2|2|2|add|power weapon|Sister Superior|0|1
000000903|3|1|1|remove|boltgun|Battle Sister|0|1
000000903|3|1|1|add|artificer-crafted storm bolter|Battle Sister|0|1
000000903|3|2|2|remove|boltgun|Battle Sister|0|1
000000903|3|2|2|add|meltagun|Battle Sister|0|1
000000903|3|3|3|remove|boltgun|Battle Sister|0|1
000000903|3|3|3|add|Ministorum flamer|Battle Sister|0|1
000000903|4|1|1|remove|boltgun|Battle Sister|0|1
000000903|4|1|1|add|artificer-crafted storm bolter|Battle Sister|0|1
000000903|4|2|2|remove|boltgun|Battle Sister|0|1
000000903|4|2|2|add|heavy bolter|Battle Sister|0|1
000000903|4|3|3|remove|boltgun|Battle Sister|0|1
000000903|4|3|3|add|meltagun|Battle Sister|0|1
000000903|4|4|4|remove|boltgun|Battle Sister|0|1
000000903|4|4|4|add|Ministorum flamer|Battle Sister|0|1
000000903|4|5|5|remove|boltgun|Battle Sister|0|1
000000903|4|5|5|add|Ministorum heavy flamer|Battle Sister|0|1
000000903|4|6|6|remove|boltgun|Battle Sister|0|1
000000903|4|6|6|add|multi-melta|Battle Sister|0|1
000000903|5|0|1|add|simulacrum imperialis|Battle Sister|0|1
000000904|1|1|1|remove|bolt pistols|Seraphim|5|2
000000904|1|1|1|add|inferno pistols|Seraphim|5|2
000000904|1|2|2|remove|bolt pistols|Seraphim|5|2
000000904|1|2|2|add|Ministorum hand flamers|Seraphim|5|2
000000904|2|1|1|remove|bolt pistols|Seraphim Superior|0|1
000000904|2|1|1|add|bolt pistol|Seraphim Superior|0|1
000000904|2|1|1|add|chainsword|Seraphim Superior|0|1
000000904|2|2|2|remove|bolt pistols|Seraphim Superior|0|1
000000904|2|2|2|add|bolt pistol|Seraphim Superior|0|1
000000904|2|2|2|add|plasma pistol|Seraphim Superior|0|1
000000904|2|3|3|remove|bolt pistols|Seraphim Superior|0|1
000000904|2|3|3|add|bolt pistol|Seraphim Superior|0|1
000000904|2|3|3|add|power weapon|Seraphim Superior|0|1
000000904|2|4|4|remove|bolt pistols|Seraphim Superior|0|1
000000904|2|4|4|add|plasma pistol|Seraphim Superior|0|1
000000904|2|4|4|add|chainsword|Seraphim Superior|0|1
000000904|2|5|5|remove|bolt pistols|Seraphim Superior|0|1
000000904|2|5|5|add|plasma pistol|Seraphim Superior|0|1
000000904|2|5|5|add|power weapon|Seraphim Superior|0|1
000000908|1|1|1|remove|boltgun|Retributor Superior|0|1
000000908|1|1|1|add|bolt pistol|Retributor Superior|0|1
000000908|1|2|2|remove|boltgun|Retributor Superior|0|1
000000908|1|2|2|add|combi-weapon|Retributor Superior|0|1
000000908|1|3|3|remove|boltgun|Retributor Superior|0|1
000000908|1|3|3|add|condemnor boltgun|Retributor Superior|0|1
000000908|1|4|4|remove|boltgun|Retributor Superior|0|1
000000908|1|4|4|add|inferno pistol|Retributor Superior|0|1
000000908|1|5|5|remove|boltgun|Retributor Superior|0|1
000000908|1|5|5|add|Ministorum hand flamer|Retributor Superior|0|1
000000908|1|6|6|remove|boltgun|Retributor Superior|0|1
000000908|1|6|6|add|plasma pistol|Retributor Superior|0|1
000000908|2|1|1|add|chainsword|Retributor Superior|0|1
000000908|2|2|2|add|power weapon|Retributor Superior|0|1
000000908|3|1|1|remove|heavy bolter|Retributor|0|0
000000908|3|1|1|add|Ministorum heavy flamer|Retributor|0|0
000000908|3|2|2|remove|heavy bolter|Retributor|0|0
000000908|3|2|2|add|multi-melta|Retributor|0|0
000000909|1|1|1|remove|boltgun|Dominion Superior|0|1
000000909|1|1|1|add|bolt pistol|Dominion Superior|0|1
000000909|1|2|2|remove|boltgun|Dominion Superior|0|1
000000909|1|2|2|add|combi-weapon|Dominion Superior|0|1
000000909|1|3|3|remove|boltgun|Dominion Superior|0|1
000000909|1|3|3|add|condemnor boltgun|Dominion Superior|0|1
000000909|1|4|4|remove|boltgun|Dominion Superior|0|1
000000909|1|4|4|add|inferno pistol|Dominion Superior|0|1
000000909|1|5|5|remove|boltgun|Dominion Superior|0|1
000000909|1|5|5|add|Ministorum hand flamer|Dominion Superior|0|1
000000909|1|6|6|remove|boltgun|Dominion Superior|0|1
000000909|1|6|6|add|plasma pistol|Dominion Superior|0|1
000000909|2|1|1|add|chainsword|Dominion Superior|0|1
000000909|2|2|2|add|power weapon|Dominion Superior|0|1
000000909|3|1|1|remove|boltgun|Dominion|0|4
000000909|3|1|1|add|artificer-crafted storm bolter|Dominion|0|4
000000909|3|2|2|remove|boltgun|Dominion|0|4
000000909|3|2|2|add|meltagun|Dominion|0|4
000000909|3|3|3|remove|boltgun|Dominion|0|4
000000909|3|3|3|add|Ministorum flamer|Dominion|0|4
000000909|4|0|1|add|simulacrum imperialis|Dominion|0|1
000000910|1|0|1|add|hunter-killer missile|any|0|1
000000911|1|0|1|add|hunter-killer missile|any|0|1
000000911|2|1|1|remove|immolation flamers|any|0|1
000000911|2|1|1|add|twin heavy bolter|any|0|1
000000911|2|2|2|remove|immolation flamers|any|0|1
000000911|2|2|2|add|twin multi-melta|any|0|1
000000912|1|0|1|add|hunter-killer missile|any|0|1
000000912|2|0|1|remove|Exorcist missile launcher|any|0|1
000000912|2|0|1|add|Exorcist conflagration rockets|any|0|1
000001199|1|0|1|add|hunter-killer missile|any|0|1
000001199|2|1|1|add|heavy flamer|any|0|1
000001199|2|2|2|add|storm bolter|any|0|1
000001553|1|0|1|remove|zealot's vindictor|any|0|1
000001553|1|0|1|add|holy pistol|any|0|1
000001553|1|0|1|add|power weapon|any|0|1
000002066|1|0|1|add|sacred banner|Zephyrim Superior|0|1
000002066|2|0|1|remove|bolt pistol|Zephyrim Superior|0|1
000002066|2|0|1|add|plasma pistol|Zephyrim Superior|0|1
000002067|1|0|1|add|anchorite sarcophagus|any|0|1
000002067|2|1|1|remove|heavy bolters|any|0|0
000002067|2|1|1|add|heavy bolter|any|0|0
000002067|2|1|1|add|Mortifier flamer|any|0|0
000002067|2|2|2|remove|heavy bolters|any|0|0
000002067|2|2|2|add|Mortifier flamers|any|0|0
000002067|3|1|1|remove|twin penitent buzz-blades|any|0|0
000002067|3|1|1|add|twin penitent flails|any|0|0
000002067|3|2|2|remove|twin penitent buzz-blades|any|0|0
000002067|3|2|2|add|penitent buzz-blade|any|0|0
000002067|3|2|2|add|penitent flail|any|0|0
000002472|1|0|1|remove|bolt pistol|any|0|1
000002472|1|0|1|add|plasma pistol|any|0|1
000002481|1|0|1|remove|hallowed mace|any|0|0
000002481|1|0|1|add|anointed halberd|any|0|0
000002481|2|1|1|remove|bolt pistol|Sacresant Superior|0|1
000002481|2|1|1|add|inferno pistol|Sacresant Superior|0|1
000002481|2|2|2|remove|bolt pistol|Sacresant Superior|0|1
000002481|2|2|2|add|Ministorum hand flamer|Sacresant Superior|0|1
000002481|2|3|3|remove|bolt pistol|Sacresant Superior|0|1
000002481|2|3|3|add|plasma pistol|Sacresant Superior|0|1
000002481|3|0|1|remove|hallowed mace|Sacresant Superior|0|1
000002481|3|0|1|add|spear of the faithful|Sacresant Superior|0|1
000002483|1|0|1|remove|Paragon storm bolters|any|0|0
000002483|1|0|1|add|Paragon grenade launchers|any|0|0
000002483|2|0|1|remove|Paragon war blade|any|0|0
000002483|2|0|1|add|Paragon war mace|any|0|0
000002483|3|1|1|remove|heavy bolter|any|0|0
000002483|3|1|1|add|Ministorum heavy flamer|any|0|0
000002483|3|2|2|remove|heavy bolter|any|0|0
000002483|3|2|2|add|multi-melta|any|0|0
000002484|1|0|1|remove|Castigator autocannons|any|0|1
000002484|1|0|1|add|Castigator battle cannon|any|0|1
000002484|2|0|1|add|hunter-killer missile|any|0|1
000002484|3|0|1|add|storm bolter|any|0|1
000002507|1|1|1|remove|bolt pistol|Novitiate Superior|0|1
000002507|1|1|1|remove|boltgun|Novitiate Superior|0|1
000002507|1|1|1|add|bolt pistol|Novitiate Superior|0|1
000002507|1|1|1|add|power weapon|Novitiate Superior|0|1
000002507|1|2|2|remove|bolt pistol|Novitiate Superior|0|1
000002507|1|2|2|remove|boltgun|Novitiate Superior|0|1
000002507|1|2|2|add|plasma pistol|Novitiate Superior|0|1
000002507|1|2|2|add|power weapon|Novitiate Superior|0|1
000002507|2|0|1|remove|autogun|Sister Novitiate|0|1
000002507|2|0|1|add|sacred banner|Sister Novitiate|0|1
000002507|3|0|1|remove|autogun|Sister Novitiate|0|1
000002507|3|0|1|add|simulacrum imperialis|Sister Novitiate|0|1
000002507|4|0|1|remove|autogun|Sister Novitiate|0|2
000002507|4|0|1|add|Ministorum flamer|Sister Novitiate|0|2
000002507|5|0|1|remove|autogun|Sister Novitiate|0|0
000002507|5|0|1|remove|close combat weapon|Sister Novitiate|0|0
000002507|5|0|1|add|Novitiate melee weapons|Sister Novitiate|0|0
000003714|1|1|1|remove|blessed halberd|any|0|1
000003714|1|1|1|add|holy eviscerator|any|0|1
000003714|1|2|2|remove|blessed halberd|any|0|1
000003714|1|2|2|add|Ministorum hand flamer|any|0|1
000003714|1|2|2|add|power weapon|any|0|1
000004075|1|0|1|remove|plasma gun|Missionary|0|1
000004075|1|0|1|add|meltagun|Missionary|0|1
000004075|2|0|1|add|holy fire|Missionary|0|1
000004075|3|0|1|remove|Sanctifier melee weapon|Sanctifier|0|1
000004075|3|0|1|add|Ministorum hand flamer|Sanctifier|0|1
000004075|3|0|1|add|close combat weapon|Sanctifier|0|1
000004075|4|0|1|remove|Sanctifier melee weapon|Sanctifier|0|1
000004075|4|0|1|add|close combat weapon|Sanctifier|0|1
000004075|4|0|1|add|simulacrum imperialis|Sanctifier|0|1
000004189|1|0|1|remove|condemnor bolt pistol|Celestian Insidiant Superior|0|1
000004189|1|0|1|add|inferno pistol|Celestian Insidiant Superior|0|1
000004189|2|0|1|remove|condemnor bolt pistol|Celestian Insidiant|0|2
000004189|2|0|1|add|Ministorum hand flamer|Celestian Insidiant|0|2
000004189|3|0|1|remove|condemnor bolt pistol|Celestian Insidiant|0|2
000004189|3|0|1|remove|null mace|Celestian Insidiant|0|2
000004189|3|0|1|add|blessed sword|Celestian Insidiant|0|2
000004189|4|0|1|remove|condemnor bolt pistol|Celestian Insidiant|0|1
000004189|4|0|1|remove|null mace|Celestian Insidiant|0|1
000004189|4|0|1|add|virge of admonition|Celestian Insidiant|0|1
000004189|5|0|1|remove|condemnor bolt pistol|Celestian Insidiant|0|1
000004189|5|0|1|add|denuncia oratory|Celestian Insidiant|0|1
000004189|6|0|1|add|simulacrum imperialis|Celestian Insidiant|0|1
000001114|1|0|1|add|instrument of chaos|Bloodletter|0|1
000001114|2|0|1|add|daemonic icon|Bloodletter|0|1
000001115|1|0|1|add|instrument of chaos|Bloodcrusher|0|1
000001115|2|0|1|add|daemonic icon|Bloodcrusher|0|1
000001120|1|1|1|add|rod of sorcery|any|0|1
000001120|1|2|2|add|baleful sword|any|0|1
000001130|1|0|1|remove|plague flail|any|0|1
000001130|1|0|1|add|bileblade|any|0|1
000001130|2|0|1|remove|bilesword|any|0|1
000001130|2|0|1|add|doomsday bell|any|0|1
000001132|1|0|1|add|instrument of chaos|Plaguebearer|0|1
000001132|2|0|1|add|daemonic icon|Plaguebearer|0|1
000001135|1|0|1|add|instrument of chaos|Plague Drone|0|1
000001135|2|0|1|add|daemonic icon|Plague Drone|0|1
000001137|1|1|1|add|living whip|any|0|1
000001137|1|2|2|add|ritual knife|any|0|1
000001137|1|3|3|add|shining aegis|any|0|1
000001142|1|0|1|add|instrument of chaos|Daemonette|0|1
000001142|2|0|1|add|daemonic icon|Daemonette|0|1
000001145|1|0|1|add|instrument of chaos|Seeker|0|1
000001145|2|0|1|add|daemonic icon|Seeker|0|1
000001151|1|0|1|remove|warpsword|any|0|1
000001151|1|0|1|add|warpclaw|any|0|1
000001337|1|0|1|add|instrument of chaos|Pox Rider|0|1
000001337|2|0|1|add|daemonic icon|Pox Rider|0|1
000002582|1|1|1|remove|great axe of khorne|any|0|1
000002582|1|1|1|add|axe of khorne|any|0|1
000002582|1|1|1|add|bloodflail|any|0|1
000002582|1|2|2|remove|great axe of khorne|any|0|1
000002582|1|2|2|add|axe of khorne|any|0|1
000002582|1|2|2|add|lash of khorne|any|0|1
000002584|1|0|1|add|instrument of chaos|Pink Horror|0|1
000002584|2|0|1|add|daemonic icon|Pink Horror|0|1
000004036|1|1|1|remove|daemon hammer|any|0|1
000004036|1|1|1|add|accursed weapon|any|0|1
000004036|1|2|2|remove|daemon hammer|any|0|1
000004036|1|2|2|add|astartes chainsword|any|0|1
000004036|2|0|1|remove|plasma pistol|any|0|1
000004036|2|0|1|add|power fist|any|0|1
000004037|1|0|1|remove|combi-bolter|any|0|1
000004037|1|0|1|add|combi-weapon|any|0|1
000004037|2|1|1|remove|exalted weapon|any|0|1
000004037|2|1|1|add|chainfist|any|0|1
000004037|2|2|2|remove|exalted weapon|any|0|1
000004037|2|2|2|add|power fist|any|0|1
000004037|3|0|1|remove|combi-bolter|any|0|1
000004037|3|0|1|remove|exalted weapon|any|0|1
000004037|3|0|1|add|paired accursed weapons|any|0|1
000004038|1|0|1|remove|bolt pistol|any|0|1
000004038|1|0|1|add|plasma pistol|any|0|1
000004038|2|0|1|remove|accursed weapon|any|0|1
000004038|2|0|1|add|power fist|any|0|1
000004038|3|0|1|remove|bolt pistol|any|0|1
000004038|3|0|1|remove|accursed weapon|any|0|1
000004038|3|0|1|add|twin lightning claws|any|0|1
000004039|1|1|1|remove|bolt pistol|any|0|1
000004039|1|1|1|add|plasma pistol|any|0|1
000004039|1|2|2|remove|bolt pistol|any|0|1
000004039|1|2|2|add|combi-bolter|any|0|1
000004039|1|3|3|remove|bolt pistol|any|0|1
000004039|1|3|3|add|combi-weapon|any|0|1
000004039|1|4|4|remove|bolt pistol|any|0|1
000004039|1|4|4|add|accursed weapon|any|0|1
000004039|1|5|5|remove|bolt pistol|any|0|1
000004039|1|5|5|add|power fist|any|0|1
000004039|2|1|1|remove|astartes chainsword|any|0|1
000004039|2|1|1|add|bolt pistol|any|0|1
000004039|2|2|2|remove|astartes chainsword|any|0|1
000004039|2|2|2|add|plasma pistol|any|0|1
000004039|2|3|3|remove|astartes chainsword|any|0|1
000004039|2|3|3|add|accursed weapon|any|0|1
000004039|2|4|4|remove|astartes chainsword|any|0|1
000004039|2|4|4|add|power fist|any|0|1
000004039|3|0|1|remove|bolt pistol|any|0|1
000004039|3|0|1|remove|astartes chainsword|any|0|1
000004039|3|0|1|add|paired accursed weapons|any|0|1
000004040|1|1|1|remove|bolt pistol|any|0|1
000004040|1|1|1|add|plasma pistol|any|0|1
000004040|1|2|2|remove|bolt pistol|any|0|1
000004040|1|2|2|add|combi-bolter|any|0|1
000004040|1|3|3|remove|bolt pistol|any|0|1
000004040|1|3|3|add|combi-weapon|any|0|1
000004040|1|4|4|remove|bolt pistol|any|0|1
000004040|1|4|4|add|accursed weapon|any|0|1
000004040|1|5|5|remove|bolt pistol|any|0|1
000004040|1|5|5|add|power fist|any|0|1
000004040|2|1|1|remove|astartes chainsword|any|0|1
000004040|2|1|1|add|bolt pistol|any|0|1
000004040|2|2|2|remove|astartes chainsword|any|0|1
000004040|2|2|2|add|plasma pistol|any|0|1
000004040|2|3|3|remove|astartes chainsword|any|0|1
000004040|2|3|3|add|accursed weapon|any|0|1
000004040|2|4|4|remove|astartes chainsword|any|0|1
000004040|2|4|4|add|power fist|any|0|1
000004040|3|0|1|remove|bolt pistol|any|0|1
000004040|3|0|1|remove|astartes chainsword|any|0|1
000004040|3|0|1|add|paired accursed weapons|any|0|1
000004041|1|1|1|remove|bolt pistol|any|0|1
000004041|1|1|1|add|plasma pistol|any|0|1
000004041|1|2|2|remove|bolt pistol|any|0|1
000004041|1|2|2|add|combi-bolter|any|0|1
000004041|1|3|3|remove|bolt pistol|any|0|1
000004041|1|3|3|add|combi-weapon|any|0|1
000004041|1|4|4|remove|bolt pistol|any|0|1
000004041|1|4|4|add|accursed weapon|any|0|1
000004041|1|5|5|remove|bolt pistol|any|0|1
000004041|1|5|5|add|power fist|any|0|1
000004041|2|1|1|remove|astartes chainsword|any|0|1
000004041|2|1|1|add|bolt pistol|any|0|1
000004041|2|2|2|remove|astartes chainsword|any|0|1
000004041|2|2|2|add|plasma pistol|any|0|1
000004041|2|3|3|remove|astartes chainsword|any|0|1
000004041|2|3|3|add|accursed weapon|any|0|1
000004041|2|4|4|remove|astartes chainsword|any|0|1
000004041|2|4|4|add|power fist|any|0|1
000004041|3|0|1|remove|bolt pistol|any|0|1
000004041|3|0|1|remove|astartes chainsword|any|0|1
000004041|3|0|1|add|paired accursed weapons|any|0|1
000004042|1|1|1|remove|bolt pistol|any|0|1
000004042|1|1|1|add|plasma pistol|any|0|1
000004042|1|2|2|remove|bolt pistol|any|0|1
000004042|1|2|2|add|combi-bolter|any|0|1
000004042|1|3|3|remove|bolt pistol|any|0|1
000004042|1|3|3|add|combi-weapon|any|0|1
000004042|1|4|4|remove|bolt pistol|any|0|1
000004042|1|4|4|add|accursed weapon|any|0|1
000004042|1|5|5|remove|bolt pistol|any|0|1
000004042|1|5|5|add|power fist|any|0|1
000004042|2|1|1|remove|astartes chainsword|any|0|1
000004042|2|1|1|add|bolt pistol|any|0|1
000004042|2|2|2|remove|astartes chainsword|any|0|1
000004042|2|2|2|add|plasma pistol|any|0|1
000004042|2|3|3|remove|astartes chainsword|any|0|1
000004042|2|3|3|add|accursed weapon|any|0|1
000004042|2|4|4|remove|astartes chainsword|any|0|1
000004042|2|4|4|add|power fist|any|0|1
000004042|3|0|1|remove|bolt pistol|any|0|1
000004042|3|0|1|remove|astartes chainsword|any|0|1
000004042|3|0|1|add|paired accursed weapons|any|0|1
000004043|1|1|1|remove|combi-bolter|any|5|0
000004043|1|1|1|add|heavy flamer|any|5|0
000004043|1|2|2|remove|combi-bolter|any|5|0
000004043|1|2|2|add|reaper autocannon|any|5|0
000004043|2|0|1|remove|combi-bolter|models|0|0
000004043|2|0|1|add|combi-weapon|models|0|0
000004043|3|0|1|remove|combi-bolter|any|5|0
000004043|3|0|1|remove|accursed weapon|any|5|0
000004043|3|0|1|add|paired accursed weapons|any|5|0
000004043|4|0|1|remove|accursed weapon|any|5|3
000004043|4|0|1|add|power fist|any|5|3
000004043|5|0|1|remove|accursed weapon|any|5|0
000004043|5|0|1|add|chainfist|any|5|0
000004044|1|0|1|remove|bolt pistol|any|5|2
000004044|1|0|1|add|plasma pistol|any|5|2
000004044|2|0|1|remove|boltgun|any|5|2
000004044|2|0|1|add|combi-weapon|any|5|2
000004044|3|0|1|remove|boltgun|any|5|0
000004044|3|0|1|remove|accursed weapon|any|5|0
000004044|3|0|1|add|paired accursed weapons|any|5|0
000004044|4|0|1|remove|accursed weapon|any|5|0
000004044|4|0|1|add|power fist|any|5|0
000004044|5|0|1|add|chaos icon|any|0|1
000004048|1|1|1|remove|enforcer pistol|any|0|1
000004048|1|1|1|add|autogun|any|0|1
000004048|1|2|2|remove|enforcer pistol|any|0|1
000004048|1|2|2|add|lasgun|any|0|1
000004048|1|3|3|remove|enforcer pistol|any|0|1
000004048|1|3|3|add|shotgun|any|0|1
000004048|2|1|1|remove|enforcer melee weapon|any|0|1
000004048|2|1|1|add|power fist|any|0|1
000004048|2|2|2|remove|enforcer melee weapon|any|0|1
000004048|2|2|2|add|power weapon|any|0|1
000004050|1|0|1|remove|autopistol|Cultist Champion|0|1
000004050|1|0|1|add|bolt pistol|Cultist Champion|0|1
000004051|1|0|1|remove|autopistol|Cultist Champion|0|1
000004051|1|0|1|add|bolt pistol|Cultist Champion|0|1
000004051|2|0|1|remove|autogun|models|0|0
000004051|2|0|1|remove|close combat weapon|models|0|0
000004051|2|0|1|add|autopistol|models|0|0
000004051|2|0|1|add|brutal assault weapon|models|0|0
000004051|3|0|1|remove|autogun|any|10|0
000004051|3|0|1|add|flamer|any|10|0
000004051|4|0|1|remove|autogun|any|10|0
000004051|4|0|1|add|heavy stubber|any|10|0
000004051|5|0|1|remove|autogun|any|10|0
000004051|5|0|1|add|grenade launcher|any|10|0
000004053|1|0|1|remove|bolt pistol|Fellgor Champion|0|1
000004053|1|0|1|add|plasma pistol|Fellgor Champion|0|1
000004053|2|0|1|remove|close combat weapon|any|0|1
000004053|2|0|1|add|great weapon|any|0|1
000004053|3|0|1|remove|close combat weapon|any|0|1
000004053|3|0|1|add|corrupted stave|any|0|1
000004054|1|1|1|remove|lasgun|Traitor Guardsmen|0|3
000004054|1|1|1|add|cultist grenade launcher|Traitor Guardsmen|0|3
000004054|1|2|2|remove|lasgun|Traitor Guardsmen|0|3
000004054|1|2|2|add|flamer|Traitor Guardsmen|0|3
000004054|1|3|3|remove|lasgun|Traitor Guardsmen|0|3
000004054|1|3|3|add|meltagun|Traitor Guardsmen|0|3
000004054|1|4|4|remove|lasgun|Traitor Guardsmen|0|3
000004054|1|4|4|add|plasma gun|Traitor Guardsmen|0|3
000004054|1|5|5|remove|lasgun|Traitor Guardsmen|0|3
000004054|1|5|5|add|cultist sniper rifle|Traitor Guardsmen|0|3
000004054|2|1|1|remove|close combat weapon|Traitor Sergeant|0|1
000004054|2|1|1|add|chainsword|Traitor Sergeant|0|1
000004054|2|2|2|remove|close combat weapon|Traitor Sergeant|0|1
000004054|2|2|2|add|power weapon|Traitor Sergeant|0|1
000004054|3|0|1|remove|corrupted pistol|Traitor Sergeant|0|1
000004054|3|0|1|add|boltgun|Traitor Sergeant|0|1
000004060|1|0|1|remove|ogryn weapon|model|0|1
000004060|1|0|1|add|ogryn power drill|model|0|1
000004063|1|1|1|remove|astartes chainsword|Havoc Champion|0|1
000004063|1|1|1|add|accursed weapon|Havoc Champion|0|1
000004063|1|2|2|remove|astartes chainsword|Havoc Champion|0|1
000004063|1|2|2|add|power fist|Havoc Champion|0|1
000004063|2|1|1|remove|flamer|Havoc Champion|0|1
000004063|2|1|1|add|boltgun|Havoc Champion|0|1
000004063|2|2|2|remove|flamer|Havoc Champion|0|1
000004063|2|2|2|add|meltagun|Havoc Champion|0|1
000004063|2|3|3|remove|flamer|Havoc Champion|0|1
000004063|2|3|3|add|plasma gun|Havoc Champion|0|1
000004063|2|4|4|remove|flamer|Havoc Champion|0|1
000004063|2|4|4|add|plasma pistol|Havoc Champion|0|1
000004063|2|5|5|remove|flamer|Havoc Champion|0|1
000004063|2|5|5|add|accursed weapon|Havoc Champion|0|1
000004063|2|6|6|remove|flamer|Havoc Champion|0|1
000004063|2|6|6|add|power fist|Havoc Champion|0|1
000004063|3|1|1|remove|havoc autocannon|Havocs|0|0
000004063|3|1|1|remove|havoc lascannon|Havocs|0|0
000004063|3|1|1|add|havoc autocannon|Havocs|0|0
000004063|3|2|2|remove|havoc autocannon|Havocs|0|0
000004063|3|2|2|remove|havoc lascannon|Havocs|0|0
000004063|3|2|2|add|havoc heavy bolter|Havocs|0|0
000004063|3|3|3|remove|havoc autocannon|Havocs|0|0
000004063|3|3|3|remove|havoc lascannon|Havocs|0|0
000004063|3|3|3|add|havoc lascannon|Havocs|0|0
000004063|3|4|4|remove|havoc autocannon|Havocs|0|0
000004063|3|4|4|remove|havoc lascannon|Havocs|0|0
000004063|3|4|4|add|havoc missile launcher|Havocs|0|0
000004063|3|5|5|remove|havoc autocannon|Havocs|0|0
000004063|3|5|5|remove|havoc lascannon|Havocs|0|0
000004063|3|5|5|add|havoc reaper chaincannon|Havocs|0|0
000004064|1|1|1|remove|boltgun|Aspiring Champion|0|1
000004064|1|1|1|add|plasma pistol|Aspiring Champion|0|1
000004064|1|2|2|remove|boltgun|Aspiring Champion|0|1
000004064|1|2|2|add|accursed weapon|Aspiring Champion|0|1
000004064|1|3|3|remove|boltgun|Aspiring Champion|0|1
000004064|1|3|3|add|astartes chainsword|Aspiring Champion|0|1
000004064|1|4|4|remove|boltgun|Aspiring Champion|0|1
000004064|1|4|4|add|heavy melee weapon|Aspiring Champion|0|1
000004064|2|1|1|remove|bolt pistol|Aspiring Champion|0|1
000004064|2|1|1|add|plasma pistol|Aspiring Champion|0|1
000004064|2|2|2|remove|bolt pistol|Aspiring Champion|0|1
000004064|2|2|2|add|accursed weapon|Aspiring Champion|0|1
000004064|2|3|3|remove|bolt pistol|Aspiring Champion|0|1
000004064|2|3|3|add|astartes chainsword|Aspiring Champion|0|1
000004064|2|4|4|remove|bolt pistol|Aspiring Champion|0|1
000004064|2|4|4|add|heavy melee weapon|Aspiring Champion|0|1
000004064|3|0|1|add|chaos icon|any|0|1
000004064|4|0|1|remove|boltgun|Legionaries|0|0
